,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
3173,S20974801,Carolina Chickadee,Poecile carolinensis,12/21/2014,9:15 AM,1,165,US-MO,38.6389068,-90.2853806,157,12,2014
3175,S22360906,Carolina Chickadee,Poecile carolinensis,3/15/2015,9:00 AM,3,120,US-MO,38.6389068,-90.2853806,157,3,2015
3294,S22360906,Tufted Titmouse,Baeolophus bicolor,3/15/2015,9:00 AM,3,120,US-MO,38.6389068,-90.2853806,157,3,2015
3630,S22360906,White-breasted Nuthatch,Sitta carolinensis,3/15/2015,9:00 AM,1,120,US-MO,38.6389068,-90.2853806,157,3,2015
3674,S20974801,Brown Creeper,Certhia americana,12/21/2014,9:15 AM,1,165,US-MO,38.6389068,-90.2853806,157,12,2014
3866,S20974801,Carolina Wren,Thryothorus ludovicianus,12/21/2014,9:15 AM,1,165,US-MO,38.6389068,-90.2853806,157,12,2014
3868,S22360906,Carolina Wren,Thryothorus ludovicianus,3/15/2015,9:00 AM,1,120,US-MO,38.6389068,-90.2853806,157,3,2015
4658,S22360906,House Finch,Haemorhous mexicanus,3/15/2015,9:00 AM,2,120,US-MO,38.6389068,-90.2853806,157,3,2015
4768,S20974801,American Goldfinch,Spinus tristis,12/21/2014,9:15 AM,15,165,US-MO,38.6389068,-90.2853806,157,12,2014
4771,S22360906,American Goldfinch,Spinus tristis,3/15/2015,9:00 AM,2,120,US-MO,38.6389068,-90.2853806,157,3,2015
4995,S20974801,Dark-eyed Junco,Junco hyemalis,12/21/2014,9:15 AM,10,165,US-MO,38.6389068,-90.2853806,157,12,2014
5109,S20974801,White-throated Sparrow,Zonotrichia albicollis,12/21/2014,9:15 AM,10,165,US-MO,38.6389068,-90.2853806,157,12,2014
5114,S22360906,White-throated Sparrow,Zonotrichia albicollis,3/15/2015,9:00 AM,25,120,US-MO,38.6389068,-90.2853806,157,3,2015
5252,S20974801,Song Sparrow,Melospiza melodia,12/21/2014,9:15 AM,2,165,US-MO,38.6389068,-90.2853806,157,12,2014
5328,S22360906,Swamp Sparrow,Melospiza georgiana,3/15/2015,9:00 AM,1,120,US-MO,38.6389068,-90.2853806,157,3,2015
5679,S22360906,Common Grackle,Quiscalus quiscula,3/15/2015,9:00 AM,15,120,US-MO,38.6389068,-90.2853806,157,3,2015
6184,S22360906,Yellow-rumped Warbler,Setophaga coronata,3/15/2015,9:00 AM,2,120,US-MO,38.6389068,-90.2853806,157,3,2015
6387,S20974801,Northern Cardinal,Cardinalis cardinalis,12/21/2014,9:15 AM,4,165,US-MO,38.6389068,-90.2853806,157,12,2014
6394,S22360906,Northern Cardinal,Cardinalis cardinalis,3/15/2015,9:00 AM,12,120,US-MO,38.6389068,-90.2853806,157,3,2015
144,S64885104,Canada Goose,Branta canadensis,2/22/2020,9:33 AM,2,45,US-OK,35.872406,-95.401213,153,2,2020
251,S64885104,Blue-winged Teal,Spatula discors,2/22/2020,9:33 AM,2,45,US-OK,35.872406,-95.401213,153,2,2020
262,S64885104,Northern Shoveler,Spatula clypeata,2/22/2020,9:33 AM,10,45,US-OK,35.872406,-95.401213,153,2,2020
443,S64885104,Mallard,Anas platyrhynchos,2/22/2020,9:33 AM,3,45,US-OK,35.872406,-95.401213,153,2,2020
466,S64885104,Green-winged Teal,Anas crecca,2/22/2020,9:33 AM,3,45,US-OK,35.872406,-95.401213,153,2,2020
492,S64885104,Lesser Scaup,Aythya affinis,2/22/2020,9:33 AM,12,45,US-OK,35.872406,-95.401213,153,2,2020
503,S64885104,Bufflehead,Bucephala albeola,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
540,S64885104,Ruddy Duck,Oxyura jamaicensis,2/22/2020,9:33 AM,12,45,US-OK,35.872406,-95.401213,153,2,2020
611,S64885104,Pied-billed Grebe,Podilymbus podiceps,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
846,S64885104,Mourning Dove,Zenaida macroura,2/22/2020,9:33 AM,2,45,US-OK,35.872406,-95.401213,153,2,2020
1059,S64885104,Killdeer,Charadrius vociferus,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
1197,S64885104,Ring-billed Gull,Larus delawarensis,2/22/2020,9:33 AM,9,45,US-OK,35.872406,-95.401213,153,2,2020
1258,S64885104,Double-crested Cormorant,Nannopterum auritum,2/22/2020,9:33 AM,7,45,US-OK,35.872406,-95.401213,153,2,2020
1392,S64885104,Great Blue Heron,Ardea herodias,2/22/2020,9:33 AM,2,45,US-OK,35.872406,-95.401213,153,2,2020
1581,S64885104,Black Vulture,Coragyps atratus,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
1648,S64885104,Turkey Vulture,Cathartes aura,2/22/2020,9:33 AM,2,45,US-OK,35.872406,-95.401213,153,2,2020
1764,S64885104,Bald Eagle,Haliaeetus leucocephalus,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
1797,S64885104,Red-shouldered Hawk,Buteo lineatus,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
1961,S64885104,Belted Kingfisher,Megaceryle alcyon,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
2143,S64885104,Red-bellied Woodpecker,Melanerpes carolinus,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
2267,S64885104,Hairy Woodpecker,Dryobates villosus,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
2392,S64885104,American Kestrel,Falco sparverius,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
2565,S64885104,Eastern Phoebe,Sayornis phoebe,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
3003,S64885104,Blue Jay,Cyanocitta cristata,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
3572,S64885104,Ruby-crowned Kinglet,Corthylio calendula,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
3823,S64885104,Marsh Wren,Cistothorus palustris,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
3917,S64885104,Carolina Wren,Thryothorus ludovicianus,2/22/2020,9:33 AM,4,45,US-OK,35.872406,-95.401213,153,2,2020
4053,S64885104,European Starling,Sturnus vulgaris,2/22/2020,9:33 AM,16,45,US-OK,35.872406,-95.401213,153,2,2020
4233,S64885104,Northern Mockingbird,Mimus polyglottos,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
4520,S64885104,American Robin,Turdus migratorius,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
4556,S64885104,Cedar Waxwing,Bombycilla cedrorum,2/22/2020,9:33 AM,10,45,US-OK,35.872406,-95.401213,153,2,2020
4614,S64885104,House Sparrow,Passer domesticus,2/22/2020,9:33 AM,9,45,US-OK,35.872406,-95.401213,153,2,2020
4837,S64885104,American Goldfinch,Spinus tristis,2/22/2020,9:33 AM,3,45,US-OK,35.872406,-95.401213,153,2,2020
4954,S64885104,Fox Sparrow,Passerella iliaca,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
5186,S64885104,White-throated Sparrow,Zonotrichia albicollis,2/22/2020,9:33 AM,6,45,US-OK,35.872406,-95.401213,153,2,2020
5307,S64885104,Song Sparrow,Melospiza melodia,2/22/2020,9:33 AM,1,45,US-OK,35.872406,-95.401213,153,2,2020
5424,S64885104,Eastern Meadowlark,Sturnella magna,2/22/2020,9:33 AM,5,45,US-OK,35.872406,-95.401213,153,2,2020
5562,S64885104,Red-winged Blackbird,Agelaius phoeniceus,2/22/2020,9:33 AM,10,45,US-OK,35.872406,-95.401213,153,2,2020
6220,S64885104,Yellow-rumped Warbler,Setophaga coronata,2/22/2020,9:33 AM,2,45,US-OK,35.872406,-95.401213,153,2,2020
6506,S64885104,Northern Cardinal,Cardinalis cardinalis,2/22/2020,9:33 AM,4,45,US-OK,35.872406,-95.401213,153,2,2020
80,S21350144,Canada Goose,Branta canadensis,1/14/2015,2:30 AM,40,60,US-MO,38.6389068,-90.2853806,152,1,2015
365,S21350144,Mallard,Anas platyrhynchos,1/14/2015,2:30 AM,55,60,US-MO,38.6389068,-90.2853806,152,1,2015
521,S21350144,Hooded Merganser,Lophodytes cucullatus,1/14/2015,2:30 AM,1,60,US-MO,38.6389068,-90.2853806,152,1,2015
1268,S21350144,American White Pelican,Pelecanus erythrorhynchos,1/14/2015,2:30 AM,1,60,US-MO,38.6389068,-90.2853806,152,1,2015
1351,S21350144,Great Blue Heron,Ardea herodias,1/14/2015,2:30 AM,3,60,US-MO,38.6389068,-90.2853806,152,1,2015
1854,S21350144,Red-tailed Hawk,Buteo jamaicensis,1/14/2015,2:30 AM,1,60,US-MO,38.6389068,-90.2853806,152,1,2015
1950,S21350144,Belted Kingfisher,Megaceryle alcyon,1/14/2015,2:30 AM,1,60,US-MO,38.6389068,-90.2853806,152,1,2015
4937,S21350144,American Tree Sparrow,Spizelloides arborea,1/14/2015,2:30 AM,10,60,US-MO,38.6389068,-90.2853806,152,1,2015
4999,S21350144,Dark-eyed Junco,Junco hyemalis,1/14/2015,2:30 AM,25,60,US-MO,38.6389068,-90.2853806,152,1,2015
5256,S21350144,Song Sparrow,Melospiza melodia,1/14/2015,2:30 AM,4,60,US-MO,38.6389068,-90.2853806,152,1,2015
5517,S21350144,Red-winged Blackbird,Agelaius phoeniceus,1/14/2015,2:30 AM,1,60,US-MO,38.6389068,-90.2853806,152,1,2015
6391,S21350144,Northern Cardinal,Cardinalis cardinalis,1/14/2015,2:30 AM,10,60,US-MO,38.6389068,-90.2853806,152,1,2015
424,S21127561,Mallard,Anas platyrhynchos,1/1/2015,2:30 PM,3,90,US-MO,38.6066358,-90.2582139,151,1,2015
815,S21127561,Mourning Dove,Zenaida macroura,1/1/2015,2:30 PM,6,90,US-MO,38.6066358,-90.2582139,151,1,2015
2126,S21127561,Red-bellied Woodpecker,Melanerpes carolinus,1/1/2015,2:30 PM,3,90,US-MO,38.6066358,-90.2582139,151,1,2015
2231,S21127561,Downy Woodpecker,Dryobates pubescens,1/1/2015,2:30 PM,2,90,US-MO,38.6066358,-90.2582139,151,1,2015
2351,S21127561,Northern Flicker,Colaptes auratus,1/1/2015,2:30 PM,1,90,US-MO,38.6066358,-90.2582139,151,1,2015
2399,S21127561,Merlin,Falco columbarius,1/1/2015,2:30 PM,1,90,US-MO,38.6066358,-90.2582139,151,1,2015
2971,S21127561,Blue Jay,Cyanocitta cristata,1/1/2015,2:30 PM,4,90,US-MO,38.6066358,-90.2582139,151,1,2015
3090,S21127561,American Crow,Corvus brachyrhynchos,1/1/2015,2:30 PM,2,90,US-MO,38.6066358,-90.2582139,151,1,2015
3210,S21127561,Carolina Chickadee,Poecile carolinensis,1/1/2015,2:30 PM,8,90,US-MO,38.6066358,-90.2582139,151,1,2015
3323,S21127561,Tufted Titmouse,Baeolophus bicolor,1/1/2015,2:30 PM,2,90,US-MO,38.6066358,-90.2582139,151,1,2015
3655,S21127561,White-breasted Nuthatch,Sitta carolinensis,1/1/2015,2:30 PM,2,90,US-MO,38.6066358,-90.2582139,151,1,2015
4019,S21127561,European Starling,Sturnus vulgaris,1/1/2015,2:30 PM,15,90,US-MO,38.6066358,-90.2582139,151,1,2015
4490,S21127561,American Robin,Turdus migratorius,1/1/2015,2:30 PM,10,90,US-MO,38.6066358,-90.2582139,151,1,2015
4542,S21127561,Cedar Waxwing,Bombycilla cedrorum,1/1/2015,2:30 PM,8,90,US-MO,38.6066358,-90.2582139,151,1,2015
4690,S21127561,House Finch,Haemorhous mexicanus,1/1/2015,2:30 PM,2,90,US-MO,38.6066358,-90.2582139,151,1,2015
4825,S21127561,American Goldfinch,Spinus tristis,1/1/2015,2:30 PM,4,90,US-MO,38.6066358,-90.2582139,151,1,2015
5028,S21127561,Dark-eyed Junco,Junco hyemalis,1/1/2015,2:30 PM,35,90,US-MO,38.6066358,-90.2582139,151,1,2015
5163,S21127561,White-throated Sparrow,Zonotrichia albicollis,1/1/2015,2:30 PM,25,90,US-MO,38.6066358,-90.2582139,151,1,2015
5637,S21127561,Rusty Blackbird,Euphagus carolinus,1/1/2015,2:30 PM,12,90,US-MO,38.6066358,-90.2582139,151,1,2015
6467,S21127561,Northern Cardinal,Cardinalis cardinalis,1/1/2015,2:30 PM,6,90,US-MO,38.6066358,-90.2582139,151,1,2015
88,S23140528,Canada Goose,Branta canadensis,4/30/2015,7:00 AM,10,105,US-MO,38.6389068,-90.2853806,150,4,2015
193,S23140528,Wood Duck,Aix sponsa,4/30/2015,7:00 AM,4,105,US-MO,38.6389068,-90.2853806,150,4,2015
238,S23140528,Blue-winged Teal,Spatula discors,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
374,S23140528,Mallard,Anas platyrhynchos,4/30/2015,7:00 AM,8,105,US-MO,38.6389068,-90.2853806,150,4,2015
636,S23140528,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
756,S23140528,Mourning Dove,Zenaida macroura,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
1116,S23140528,Solitary Sandpiper,Tringa solitaria,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
1422,S23140528,Great Egret,Ardea alba,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
1456,S23140528,Snowy Egret,Egretta thula,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
1510,S23140528,Green Heron,Butorides virescens,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
1787,S23140528,Red-shouldered Hawk,Buteo lineatus,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
2317,S23140528,Northern Flicker,Colaptes auratus,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
2529,S23140528,Eastern Phoebe,Sayornis phoebe,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
2597,S23140528,Great Crested Flycatcher,Myiarchus crinitus,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
2645,S23140528,Eastern Kingbird,Tyrannus tyrannus,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
2761,S23140528,Warbling Vireo,Vireo gilvus,4/30/2015,7:00 AM,6,105,US-MO,38.6389068,-90.2853806,150,4,2015
2808,S23140528,Red-eyed Vireo,Vireo olivaceus,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
2911,S23140528,Blue Jay,Cyanocitta cristata,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
3381,S23140528,Purple Martin,Progne subis,4/30/2015,7:00 AM,12,105,US-MO,38.6389068,-90.2853806,150,4,2015
3422,S23140528,Tree Swallow,Tachycineta bicolor,4/30/2015,7:00 AM,10,105,US-MO,38.6389068,-90.2853806,150,4,2015
3631,S23140528,White-breasted Nuthatch,Sitta carolinensis,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
3734,S23140528,Blue-gray Gnatcatcher,Polioptila caerulea,4/30/2015,7:00 AM,8,105,US-MO,38.6389068,-90.2853806,150,4,2015
3796,S23140528,House Wren,Troglodytes aedon,4/30/2015,7:00 AM,4,105,US-MO,38.6389068,-90.2853806,150,4,2015
4144,S23140528,Brown Thrasher,Toxostoma rufum,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
4262,S23140528,Eastern Bluebird,Sialia sialis,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
4311,S23140528,Swainson's Thrush,Catharus ustulatus,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
4580,S23140528,House Sparrow,Passer domesticus,4/30/2015,7:00 AM,12,105,US-MO,38.6389068,-90.2853806,150,4,2015
4660,S23140528,House Finch,Haemorhous mexicanus,4/30/2015,7:00 AM,4,105,US-MO,38.6389068,-90.2853806,150,4,2015
4772,S23140528,American Goldfinch,Spinus tristis,4/30/2015,7:00 AM,9,105,US-MO,38.6389068,-90.2853806,150,4,2015
4861,S23140528,Chipping Sparrow,Spizella passerina,4/30/2015,7:00 AM,4,105,US-MO,38.6389068,-90.2853806,150,4,2015
5264,S23140528,Song Sparrow,Melospiza melodia,4/30/2015,7:00 AM,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
5824,S23140528,Tennessee Warbler,Leiothlypis peregrina,4/30/2015,7:00 AM,6,105,US-MO,38.6389068,-90.2853806,150,4,2015
5872,S23140528,Nashville Warbler,Leiothlypis ruficapilla,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
6112,S23140528,Palm Warbler,Setophaga palmarum,4/30/2015,7:00 AM,6,105,US-MO,38.6389068,-90.2853806,150,4,2015
6185,S23140528,Yellow-rumped Warbler,Setophaga coronata,4/30/2015,7:00 AM,8,105,US-MO,38.6389068,-90.2853806,150,4,2015
6250,S23140528,Black-throated Green Warbler,Setophaga virens,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
6284,S23140528,Summer Tanager,Piranga rubra,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
6399,S23140528,Northern Cardinal,Cardinalis cardinalis,4/30/2015,7:00 AM,8,105,US-MO,38.6389068,-90.2853806,150,4,2015
6563,S23140528,Indigo Bunting,Passerina cyanea,4/30/2015,7:00 AM,1,105,US-MO,38.6389068,-90.2853806,150,4,2015
792,S19893404,Mourning Dove,Zenaida macroura,9/21/2014,7:45 AM,4,120,US-MO,38.636316,-90.296545,149,9,2014
957,S19893404,Ruby-throated Hummingbird,Archilochus colubris,9/21/2014,7:45 AM,8,120,US-MO,38.636316,-90.296545,149,9,2014
1921,S19893404,Barred Owl,Strix varia,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
1985,S19893404,Yellow-bellied Sapsucker,Sphyrapicus varius,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
2024,S19893404,Red-headed Woodpecker,Melanerpes erythrocephalus,9/21/2014,7:45 AM,3,120,US-MO,38.636316,-90.296545,149,9,2014
2345,S19893404,Northern Flicker,Colaptes auratus,9/21/2014,7:45 AM,50,120,US-MO,38.636316,-90.296545,149,9,2014
2441,S19893404,Eastern Wood-Pewee,Contopus virens,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
2815,S19893404,Red-eyed Vireo,Vireo olivaceus,9/21/2014,7:45 AM,3,120,US-MO,38.636316,-90.296545,149,9,2014
2949,S19893404,Blue Jay,Cyanocitta cristata,9/21/2014,7:45 AM,4,120,US-MO,38.636316,-90.296545,149,9,2014
3083,S19893404,American Crow,Corvus brachyrhynchos,9/21/2014,7:45 AM,4,120,US-MO,38.636316,-90.296545,149,9,2014
3314,S19893404,Tufted Titmouse,Baeolophus bicolor,9/21/2014,7:45 AM,2,120,US-MO,38.636316,-90.296545,149,9,2014
3649,S19893404,White-breasted Nuthatch,Sitta carolinensis,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
3808,S19893404,House Wren,Troglodytes aedon,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
3892,S19893404,Carolina Wren,Thryothorus ludovicianus,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
4109,S19893404,Gray Catbird,Dumetella carolinensis,9/21/2014,7:45 AM,12,120,US-MO,38.636316,-90.296545,149,9,2014
4154,S19893404,Brown Thrasher,Toxostoma rufum,9/21/2014,7:45 AM,3,120,US-MO,38.636316,-90.296545,149,9,2014
4322,S19893404,Swainson's Thrush,Catharus ustulatus,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
4676,S19893404,House Finch,Haemorhous mexicanus,9/21/2014,7:45 AM,2,120,US-MO,38.636316,-90.296545,149,9,2014
4805,S19893404,American Goldfinch,Spinus tristis,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
5705,S19893404,Common Grackle,Quiscalus quiscula,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
5748,S19893404,Ovenbird,Seiurus aurocapilla,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
5776,S19893404,Golden-winged Warbler,Vermivora chrysoptera,9/21/2014,7:45 AM,4,120,US-MO,38.636316,-90.296545,149,9,2014
5782,S19893404,Blue-winged Warbler,Vermivora cyanoptera,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
5805,S19893404,Black-and-white Warbler,Mniotilta varia,9/21/2014,7:45 AM,3,120,US-MO,38.636316,-90.296545,149,9,2014
5833,S19893404,Tennessee Warbler,Leiothlypis peregrina,9/21/2014,7:45 AM,2,120,US-MO,38.636316,-90.296545,149,9,2014
5965,S19893404,American Redstart,Setophaga ruticilla,9/21/2014,7:45 AM,9,120,US-MO,38.636316,-90.296545,149,9,2014
6032,S19893404,Magnolia Warbler,Setophaga magnolia,9/21/2014,7:45 AM,8,120,US-MO,38.636316,-90.296545,149,9,2014
6073,S19893404,Chestnut-sided Warbler,Setophaga pensylvanica,9/21/2014,7:45 AM,4,120,US-MO,38.636316,-90.296545,149,9,2014
6299,S19893404,Scarlet Tanager,Piranga olivacea,9/21/2014,7:45 AM,1,120,US-MO,38.636316,-90.296545,149,9,2014
6440,S19893404,Northern Cardinal,Cardinalis cardinalis,9/21/2014,7:45 AM,4,120,US-MO,38.636316,-90.296545,149,9,2014
6522,S19893404,Rose-breasted Grosbeak,Pheucticus ludovicianus,9/21/2014,7:45 AM,8,120,US-MO,38.636316,-90.296545,149,9,2014
64,S17760108,Canada Goose,Branta canadensis,4/5/2014,6:00 PM,4,30,US-MO,38.6389068,-90.2853806,145,4,2014
170,S17760108,Wood Duck,Aix sponsa,4/5/2014,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,145,4,2014
337,S17760108,Mallard,Anas platyrhynchos,4/5/2014,6:00 PM,9,30,US-MO,38.6389068,-90.2853806,145,4,2014
588,S17760108,Pied-billed Grebe,Podilymbus podiceps,4/5/2014,6:00 PM,9,30,US-MO,38.6389068,-90.2853806,145,4,2014
730,S17760108,Mourning Dove,Zenaida macroura,4/5/2014,6:00 PM,4,30,US-MO,38.6389068,-90.2853806,145,4,2014
1410,S17760108,Great Egret,Ardea alba,4/5/2014,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,145,4,2014
1450,S17760108,Snowy Egret,Egretta thula,4/5/2014,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,145,4,2014
2305,S17760108,Northern Flicker,Colaptes auratus,4/5/2014,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,145,4,2014
2517,S17760108,Eastern Phoebe,Sayornis phoebe,4/5/2014,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,145,4,2014
3166,S17760108,Carolina Chickadee,Poecile carolinensis,4/5/2014,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,145,4,2014
3370,S17760108,Purple Martin,Progne subis,4/5/2014,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,145,4,2014
3959,S17760108,European Starling,Sturnus vulgaris,4/5/2014,6:00 PM,5,30,US-MO,38.6389068,-90.2853806,145,4,2014
4419,S17760108,American Robin,Turdus migratorius,4/5/2014,6:00 PM,34,30,US-MO,38.6389068,-90.2853806,145,4,2014
4852,S17760108,Chipping Sparrow,Spizella passerina,4/5/2014,6:00 PM,3,30,US-MO,38.6389068,-90.2853806,145,4,2014
4941,S17760108,Fox Sparrow,Passerella iliaca,4/5/2014,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,145,4,2014
4991,S17760108,Dark-eyed Junco,Junco hyemalis,4/5/2014,6:00 PM,16,30,US-MO,38.6389068,-90.2853806,145,4,2014
5242,S17760108,Song Sparrow,Melospiza melodia,4/5/2014,6:00 PM,6,30,US-MO,38.6389068,-90.2853806,145,4,2014
5323,S17760108,Swamp Sparrow,Melospiza georgiana,4/5/2014,6:00 PM,3,30,US-MO,38.6389068,-90.2853806,145,4,2014
5508,S17760108,Red-winged Blackbird,Agelaius phoeniceus,4/5/2014,6:00 PM,9,30,US-MO,38.6389068,-90.2853806,145,4,2014
5670,S17760108,Common Grackle,Quiscalus quiscula,4/5/2014,6:00 PM,26,30,US-MO,38.6389068,-90.2853806,145,4,2014
6367,S17760108,Northern Cardinal,Cardinalis cardinalis,4/5/2014,6:00 PM,6,30,US-MO,38.6389068,-90.2853806,145,4,2014
187,S20893308,Wood Duck,Aix sponsa,12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
280,S20893308,Gadwall,Mareca strepera,12/13/2014,10:30 AM,6,120,US-MO,38.6389068,-90.2853806,144,12,2014
358,S20893308,Mallard,Anas platyrhynchos,12/13/2014,10:30 AM,30,120,US-MO,38.6389068,-90.2853806,144,12,2014
598,S20893308,Pied-billed Grebe,Podilymbus podiceps,12/13/2014,10:30 AM,1,120,US-MO,38.6389068,-90.2853806,144,12,2014
632,S20893308,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
749,S20893308,Mourning Dove,Zenaida macroura,12/13/2014,10:30 AM,4,120,US-MO,38.6389068,-90.2853806,144,12,2014
1347,S20893308,Great Blue Heron,Ardea herodias,12/13/2014,10:30 AM,5,120,US-MO,38.6389068,-90.2853806,144,12,2014
1785,S20893308,Red-shouldered Hawk,Buteo lineatus,12/13/2014,10:30 AM,1,120,US-MO,38.6389068,-90.2853806,144,12,2014
1974,S20893308,Yellow-bellied Sapsucker,Sphyrapicus varius,12/13/2014,10:30 AM,1,120,US-MO,38.6389068,-90.2853806,144,12,2014
2083,S20893308,Red-bellied Woodpecker,Melanerpes carolinus,12/13/2014,10:30 AM,4,120,US-MO,38.6389068,-90.2853806,144,12,2014
2189,S20893308,Downy Woodpecker,Dryobates pubescens,12/13/2014,10:30 AM,6,120,US-MO,38.6389068,-90.2853806,144,12,2014
2313,S20893308,Northern Flicker,Colaptes auratus,12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
2902,S20893308,Blue Jay,Cyanocitta cristata,12/13/2014,10:30 AM,4,120,US-MO,38.6389068,-90.2853806,144,12,2014
3071,S20893308,American Crow,Corvus brachyrhynchos,12/13/2014,10:30 AM,8,120,US-MO,38.6389068,-90.2853806,144,12,2014
3172,S20893308,Carolina Chickadee,Poecile carolinensis,12/13/2014,10:30 AM,5,120,US-MO,38.6389068,-90.2853806,144,12,2014
3291,S20893308,Tufted Titmouse,Baeolophus bicolor,12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
3629,S20893308,White-breasted Nuthatch,Sitta carolinensis,12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
3673,S20893308,Brown Creeper,Certhia americana,12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
3865,S20893308,Carolina Wren,Thryothorus ludovicianus,12/13/2014,10:30 AM,1,120,US-MO,38.6389068,-90.2853806,144,12,2014
