,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
5379,S35654197,Eastern Towhee,Pipilo erythrophthalmus,4/2/2017,6:46 PM,1,37,US-MO,38.6389068,-90.2853806,36,4,2017
5406,S56362036,Yellow-breasted Chat,Icteria virens,5/16/2019,1:34 PM,2,85,US-MO,38.7055395,-90.7048416,36,5,2019
5410,S1666819,Bobolink,Dolichonyx oryzivorus,4/24/2004,,36,0,US-FL,27.1818195,-81.358746,36,4,2004
5413,S67045327,Western Meadowlark,Sturnella neglecta,4/11/2020,3:17 PM,0,6,US-OK,36.8402755,-96.4558801,36,4,2020
5417,S67045327,Eastern Meadowlark,Sturnella magna,4/11/2020,3:17 PM,0,6,US-OK,36.8402755,-96.4558801,36,4,2020
5428,S67045327,Western/Eastern Meadowlark,Sturnella neglecta/magna,4/11/2020,3:17 PM,1,6,US-OK,36.8402755,-96.4558801,36,4,2020
5436,S56362036,Orchard Oriole,Icterus spurius,5/16/2019,1:34 PM,1,85,US-MO,38.7055395,-90.7048416,36,5,2019
5500,S56362036,Red-winged Blackbird,Agelaius phoeniceus,5/16/2019,1:34 PM,2,85,US-MO,38.7055395,-90.7048416,36,5,2019
5584,S56362036,Brown-headed Cowbird,Molothrus ater,5/16/2019,1:34 PM,1,85,US-MO,38.7055395,-90.7048416,36,5,2019
5683,S35654197,Common Grackle,Quiscalus quiscula,4/2/2017,6:46 PM,4,37,US-MO,38.6389068,-90.2853806,36,4,2017
6345,S56362036,Northern Cardinal,Cardinalis cardinalis,5/16/2019,1:34 PM,3,85,US-MO,38.7055395,-90.7048416,36,5,2019
6411,S35654197,Northern Cardinal,Cardinalis cardinalis,4/2/2017,6:46 PM,4,37,US-MO,38.6389068,-90.2853806,36,4,2017
6448,S17254279,Northern Cardinal,Cardinalis cardinalis,3/1/2014,2:45 PM,7,90,US-MO,38.6129807,-90.2593803,36,3,2014
6554,S56362036,Indigo Bunting,Passerina cyanea,5/16/2019,1:34 PM,6,85,US-MO,38.7055395,-90.7048416,36,5,2019
62,S17701725,Canada Goose,Branta canadensis,4/1/2014,6:30 PM,8,25,US-MO,38.6389068,-90.2853806,35,4,2014
85,S22387893,Canada Goose,Branta canadensis,3/16/2015,6:00 PM,6,30,US-MO,38.6389068,-90.2853806,35,3,2015
159,S67472318,Wood Duck,Aix sponsa,4/18/2020,5:42 PM,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
169,S17701725,Wood Duck,Aix sponsa,4/1/2014,6:30 PM,2,25,US-MO,38.6389068,-90.2853806,35,4,2014
191,S22387893,Wood Duck,Aix sponsa,3/16/2015,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
226,S67472318,Blue-winged Teal,Spatula discors,4/18/2020,5:42 PM,4,22,US-OK,35.5411319,-95.9264485,35,4,2020
229,S17701725,Blue-winged Teal,Spatula discors,4/1/2014,6:30 PM,2,25,US-MO,38.6389068,-90.2853806,35,4,2014
257,S17701725,Northern Shoveler,Spatula clypeata,4/1/2014,6:30 PM,6,25,US-MO,38.6389068,-90.2853806,35,4,2014
286,S22387893,Gadwall,Mareca strepera,3/16/2015,6:00 PM,5,30,US-MO,38.6389068,-90.2853806,35,3,2015
335,S17701725,Mallard,Anas platyrhynchos,4/1/2014,6:30 PM,6,25,US-MO,38.6389068,-90.2853806,35,4,2014
371,S22387893,Mallard,Anas platyrhynchos,3/16/2015,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
429,S65566629,Mallard,Anas platyrhynchos,3/8/2020,10:28 AM,2,24,US-OK,36.152075,-95.9778614,35,3,2020
559,S55479893,Wild Turkey,Meleagris gallopavo,4/27/2019,12:53 PM,0,78,US-OK,36.2179826,-95.7992634,35,4,2019
601,S22387893,Pied-billed Grebe,Podilymbus podiceps,3/16/2015,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,35,3,2015
664,S65566629,Eurasian Collared-Dove,Streptopelia decaocto,3/8/2020,10:28 AM,2,24,US-OK,36.152075,-95.9778614,35,3,2020
753,S22387893,Mourning Dove,Zenaida macroura,3/16/2015,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
824,S65566629,Mourning Dove,Zenaida macroura,3/8/2020,10:28 AM,1,24,US-OK,36.152075,-95.9778614,35,3,2020
994,S17701725,American Coot (Red-shielded),Fulica americana (Red-shielded),4/1/2014,6:30 PM,1,25,US-MO,38.6389068,-90.2853806,35,4,2014
1041,S17701725,Killdeer,Charadrius vociferus,4/1/2014,6:30 PM,4,25,US-MO,38.6389068,-90.2853806,35,4,2014
1139,S17701725,Lesser Yellowlegs,Tringa flavipes,4/1/2014,6:30 PM,5,25,US-MO,38.6389068,-90.2853806,35,4,2014
1572,S99561719,Black Vulture,Coragyps atratus,12/22/2021,11:26 AM,14,75,US-FL,25.4181634,-80.6650825,35,12,2021
1610,S99561719,Turkey Vulture,Cathartes aura,12/22/2021,11:26 AM,6,75,US-FL,25.4181634,-80.6650825,35,12,2021
1613,S67472318,Turkey Vulture,Cathartes aura,4/18/2020,5:42 PM,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
1614,S67472235,Turkey Vulture,Cathartes aura,4/18/2020,4:29 PM,4,21,US-OK,35.5005612,-95.9265259,35,4,2020
1631,S55479893,Turkey Vulture,Cathartes aura,4/27/2019,12:53 PM,2,78,US-OK,36.2179826,-95.7992634,35,4,2019
1732,S65566629,Cooper's Hawk,Accipiter cooperii,3/8/2020,10:28 AM,1,24,US-OK,36.152075,-95.9778614,35,3,2020
1775,S99561719,Red-shouldered Hawk,Buteo lineatus,12/22/2021,11:26 AM,2,75,US-FL,25.4181634,-80.6650825,35,12,2021
1837,S55479893,Red-tailed Hawk,Buteo jamaicensis,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
1913,S67472235,Barred Owl,Strix varia,4/18/2020,4:29 PM,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
2058,S99561719,Red-bellied Woodpecker,Melanerpes carolinus,12/22/2021,11:26 AM,2,75,US-FL,25.4181634,-80.6650825,35,12,2021
2061,S67472235,Red-bellied Woodpecker,Melanerpes carolinus,4/18/2020,4:29 PM,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
2161,S99561719,Downy Woodpecker,Dryobates pubescens,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
2165,S67472235,Downy Woodpecker,Dryobates pubescens,4/18/2020,4:29 PM,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
2168,S55479893,Downy Woodpecker,Dryobates pubescens,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2499,S99561719,Eastern Phoebe,Sayornis phoebe,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
2501,S67472318,Eastern Phoebe,Sayornis phoebe,4/18/2020,5:42 PM,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
2510,S55479893,Eastern Phoebe,Sayornis phoebe,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2587,S55479893,Great Crested Flycatcher,Myiarchus crinitus,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2667,S67472318,Scissor-tailed Flycatcher,Tyrannus forficatus,4/18/2020,5:42 PM,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
2689,S99561719,White-eyed Vireo,Vireo griseus,12/22/2021,11:26 AM,2,75,US-FL,25.4181634,-80.6650825,35,12,2021
2690,S67472318,White-eyed Vireo,Vireo griseus,4/18/2020,5:42 PM,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
2799,S55479893,Red-eyed Vireo,Vireo olivaceus,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2860,S67472318,Blue Jay,Cyanocitta cristata,4/18/2020,5:42 PM,3,22,US-OK,35.5411319,-95.9264485,35,4,2020
2910,S22387893,Blue Jay,Cyanocitta cristata,3/16/2015,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,35,3,2015
2979,S65566629,Blue Jay,Cyanocitta cristata,3/8/2020,10:28 AM,4,24,US-OK,36.152075,-95.9778614,35,3,2020
3036,S99561719,American Crow,Corvus brachyrhynchos,12/22/2021,11:26 AM,2,75,US-FL,25.4181634,-80.6650825,35,12,2021
3041,S67472318,American Crow,Corvus brachyrhynchos,4/18/2020,5:42 PM,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
3053,S55479893,American Crow,Corvus brachyrhynchos,4/27/2019,12:53 PM,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
3140,S67472318,Carolina Chickadee,Poecile carolinensis,4/18/2020,5:42 PM,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
3141,S67472235,Carolina Chickadee,Poecile carolinensis,4/18/2020,4:29 PM,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
3149,S55479893,Carolina Chickadee,Poecile carolinensis,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
3264,S67472318,Tufted Titmouse,Baeolophus bicolor,4/18/2020,5:42 PM,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
3265,S67472235,Tufted Titmouse,Baeolophus bicolor,4/18/2020,4:29 PM,4,21,US-OK,35.5005612,-95.9265259,35,4,2020
3271,S55479893,Tufted Titmouse,Baeolophus bicolor,4/27/2019,12:53 PM,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
3617,S55479893,White-breasted Nuthatch,Sitta carolinensis,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
3705,S99561719,Blue-gray Gnatcatcher,Polioptila caerulea,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
3708,S67472318,Blue-gray Gnatcatcher,Polioptila caerulea,4/18/2020,5:42 PM,4,22,US-OK,35.5411319,-95.9264485,35,4,2020
3709,S67472235,Blue-gray Gnatcatcher,Polioptila caerulea,4/18/2020,4:29 PM,8,21,US-OK,35.5005612,-95.9265259,35,4,2020
3717,S55479893,Blue-gray Gnatcatcher,Polioptila caerulea,4/27/2019,12:53 PM,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
3842,S67472318,Carolina Wren,Thryothorus ludovicianus,4/18/2020,5:42 PM,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
3843,S67472235,Carolina Wren,Thryothorus ludovicianus,4/18/2020,4:29 PM,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
3851,S55479893,Carolina Wren,Thryothorus ludovicianus,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
4027,S65566629,European Starling,Sturnus vulgaris,3/8/2020,10:28 AM,9,24,US-OK,36.152075,-95.9778614,35,3,2020
4070,S99561719,Gray Catbird,Dumetella carolinensis,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
4194,S55479893,Northern Mockingbird,Mimus polyglottos,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
4208,S22387893,Northern Mockingbird,Mimus polyglottos,3/16/2015,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,35,3,2015
4218,S65566629,Northern Mockingbird,Mimus polyglottos,3/8/2020,10:28 AM,4,24,US-OK,36.152075,-95.9778614,35,3,2020
4252,S55479893,Eastern Bluebird,Sialia sialis,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
4301,S55479893,Swainson's Thrush,Catharus ustulatus,4/27/2019,12:53 PM,2,78,US-OK,36.2179826,-95.7992634,35,4,2019
4498,S65566629,American Robin,Turdus migratorius,3/8/2020,10:28 AM,6,24,US-OK,36.152075,-95.9778614,35,3,2020
4623,S17701725,Eurasian Tree Sparrow,Passer montanus,4/1/2014,6:30 PM,1,25,US-MO,38.6389068,-90.2853806,35,4,2014
4732,S67472235,American Goldfinch,Spinus tristis,4/18/2020,4:29 PM,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
4926,S67472318,Lark Sparrow,Chondestes grammacus,4/18/2020,5:42 PM,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
4942,S22387893,Fox Sparrow,Passerella iliaca,3/16/2015,6:00 PM,1,30,US-MO,38.6389068,-90.2853806,35,3,2015
5034,S65566629,Dark-eyed Junco,Junco hyemalis,3/8/2020,10:28 AM,3,24,US-OK,36.152075,-95.9778614,35,3,2020
5079,S67472318,White-throated Sparrow,Zonotrichia albicollis,4/18/2020,5:42 PM,8,22,US-OK,35.5411319,-95.9264485,35,4,2020
5115,S22387893,White-throated Sparrow,Zonotrichia albicollis,3/16/2015,6:00 PM,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
5261,S22387893,Song Sparrow,Melospiza melodia,3/16/2015,6:00 PM,8,30,US-MO,38.6389068,-90.2853806,35,3,2015
5300,S65566629,Song Sparrow,Melospiza melodia,3/8/2020,10:28 AM,2,24,US-OK,36.152075,-95.9778614,35,3,2020
5551,S65566629,Red-winged Blackbird,Agelaius phoeniceus,3/8/2020,10:28 AM,1,24,US-OK,36.152075,-95.9778614,35,3,2020
5759,S55479893,Louisiana Waterthrush,Parkesia motacilla,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
5812,S67472235,Prothonotary Warbler,Protonotaria citrea,4/18/2020,4:29 PM,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
5814,S55479893,Prothonotary Warbler,Protonotaria citrea,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
5910,S99561719,Common Yellowthroat,Geothlypis trichas,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
5992,S67472235,Northern Parula,Setophaga americana,4/18/2020,4:29 PM,3,21,US-OK,35.5005612,-95.9265259,35,4,2020
5997,S55479893,Northern Parula,Setophaga americana,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
6135,S99561719,Pine Warbler,Setophaga pinus,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
6159,S99561719,Yellow-rumped Warbler,Setophaga coronata,12/22/2021,11:26 AM,1,75,US-FL,25.4181634,-80.6650825,35,12,2021
6161,S67472235,Yellow-rumped Warbler,Setophaga coronata,4/18/2020,4:29 PM,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
6229,S67472235,Yellow-throated Warbler,Setophaga dominica,4/18/2020,4:29 PM,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
6278,S67472235,Summer Tanager,Piranga rubra,4/18/2020,4:29 PM,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
6281,S55479893,Summer Tanager,Piranga rubra,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
6328,S67472318,Northern Cardinal,Cardinalis cardinalis,4/18/2020,5:42 PM,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
6329,S67472235,Northern Cardinal,Cardinalis cardinalis,4/18/2020,4:29 PM,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
6340,S55479893,Northern Cardinal,Cardinalis cardinalis,4/27/2019,12:53 PM,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
6395,S22387893,Northern Cardinal,Cardinalis cardinalis,3/16/2015,6:00 PM,4,30,US-MO,38.6389068,-90.2853806,35,3,2015
6551,S55479893,Indigo Bunting,Passerina cyanea,4/27/2019,12:53 PM,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
309,S100219404,Mallard,Anas platyrhynchos,1/6/2022,7:51 AM,3,42,US-AZ,33.42175,-112.0733,34,1,2022
357,S20808342,Mallard,Anas platyrhynchos,12/6/2014,10:00 AM,25,60,US-MO,38.6389068,-90.2853806,34,12,2014
554,S100219404,Gambel's Quail,Callipepla gambelii,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
631,S20808342,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),12/6/2014,10:00 AM,1,60,US-MO,38.6389068,-90.2853806,34,12,2014
699,S100219404,Mourning Dove,Zenaida macroura,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
715,S45094421,Mourning Dove,Zenaida macroura,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
748,S20808342,Mourning Dove,Zenaida macroura,12/6/2014,10:00 AM,1,60,US-MO,38.6389068,-90.2853806,34,12,2014
967,S100219404,Anna's Hummingbird,Calypte anna,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
1175,S20808342,Ring-billed Gull,Larus delawarensis,12/6/2014,10:00 AM,5,60,US-MO,38.6389068,-90.2853806,34,12,2014
1404,S100219404,Great Egret,Ardea alba,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
1636,S45094421,Turkey Vulture,Cathartes aura,4/29/2018,9:15 AM,6,136,US-MO,38.5094049,-90.588381,34,4,2018
1748,S20808342,Bald Eagle,Haliaeetus leucocephalus,12/6/2014,10:00 AM,1,60,US-MO,38.6389068,-90.2853806,34,12,2014
1822,S100219404,Red-tailed Hawk,Buteo jamaicensis,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
1845,S45094421,Red-tailed Hawk,Buteo jamaicensis,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
2070,S45094421,Red-bellied Woodpecker,Melanerpes carolinus,4/29/2018,9:15 AM,2,136,US-MO,38.5094049,-90.588381,34,4,2018
2278,S45094421,Pileated Woodpecker,Dryocopus pileatus,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
2312,S20808342,Northern Flicker,Colaptes auratus,12/6/2014,10:00 AM,1,60,US-MO,38.6389068,-90.2853806,34,12,2014
2474,S100219404,Black Phoebe,Sayornis nigricans,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
2514,S45094421,Eastern Phoebe,Sayornis phoebe,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
2698,S45094421,White-eyed Vireo,Vireo griseus,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
2723,S45094421,Yellow-throated Vireo,Vireo flavifrons,4/29/2018,9:15 AM,2,136,US-MO,38.5094049,-90.588381,34,4,2018
2875,S45094421,Blue Jay,Cyanocitta cristata,4/29/2018,9:15 AM,3,136,US-MO,38.5094049,-90.588381,34,4,2018
3161,S45094421,Carolina Chickadee,Poecile carolinensis,4/29/2018,9:15 AM,2,136,US-MO,38.5094049,-90.588381,34,4,2018
3280,S45094421,Tufted Titmouse,Baeolophus bicolor,4/29/2018,9:15 AM,2,136,US-MO,38.5094049,-90.588381,34,4,2018
3339,S100219404,Verdin,Auriparus flaviceps,1/6/2022,7:51 AM,2,42,US-AZ,33.42175,-112.0733,34,1,2022
3537,S45094421,Ruby-crowned Kinglet,Corthylio calendula,4/29/2018,9:15 AM,2,136,US-MO,38.5094049,-90.588381,34,4,2018
3704,S100219404,Blue-gray Gnatcatcher,Polioptila caerulea,1/6/2022,7:51 AM,3,42,US-AZ,33.42175,-112.0733,34,1,2022
3781,S100219404,Black-tailed Gnatcatcher,Polioptila melanura,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
3857,S45094421,Carolina Wren,Thryothorus ludovicianus,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
4121,S100219404,Curve-billed Thrasher,Toxostoma curvirostre,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
4302,S45094421,Swainson's Thrush,Catharus ustulatus,4/29/2018,9:15 AM,2,136,US-MO,38.5094049,-90.588381,34,4,2018
4362,S45094421,Wood Thrush,Hylocichla mustelina,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
4633,S100219404,House Finch,Haemorhous mexicanus,1/6/2022,7:51 AM,3,42,US-AZ,33.42175,-112.0733,34,1,2022
5047,S100219404,White-crowned Sparrow,Zonotrichia leucophrys,1/6/2022,7:51 AM,8,42,US-AZ,33.42175,-112.0733,34,1,2022
5310,S100219404,Lincoln's Sparrow,Melospiza lincolnii,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
5352,S100219404,Abert's Towhee,Melozone aberti,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
5740,S100219404,Great-tailed Grackle,Quiscalus mexicanus,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
5846,S100219404,Orange-crowned Warbler,Leiothlypis celata,1/6/2022,7:51 AM,1,42,US-AZ,33.42175,-112.0733,34,1,2022
6001,S45094421,Northern Parula,Setophaga americana,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
6158,S100219404,Yellow-rumped Warbler,Setophaga coronata,1/6/2022,7:51 AM,3,42,US-AZ,33.42175,-112.0733,34,1,2022
6169,S45094421,Yellow-rumped Warbler,Setophaga coronata,4/29/2018,9:15 AM,3,136,US-MO,38.5094049,-90.588381,34,4,2018
6248,S45094421,Black-throated Green Warbler,Setophaga virens,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
6297,S45094421,Scarlet Tanager,Piranga olivacea,4/29/2018,9:15 AM,1,136,US-MO,38.5094049,-90.588381,34,4,2018
248,S88201182,Blue-winged Teal,Spatula discors,5/15/2021,1:20 PM,12,72,US-OK,36.2222811,-95.9239566,33,5,2021
259,S88201182,Northern Shoveler,Spatula clypeata,5/15/2021,1:20 PM,8,72,US-OK,36.2222811,-95.9239566,33,5,2021
266,S1562738,Gadwall,Mareca strepera,2/11/2004,,7,0,US-CA,37.675594,-118.8078,33,2,2004
433,S68152310,Mallard,Anas platyrhynchos,4/30/2020,7:12 PM,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
435,S68187140,Mallard,Anas platyrhynchos,5/1/2020,10:02 AM,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
436,S88201182,Mallard,Anas platyrhynchos,5/15/2021,1:20 PM,5,72,US-OK,36.2222811,-95.9239566,33,5,2021
458,S1562738,Green-winged Teal,Anas crecca,2/11/2004,,1,0,US-CA,37.675594,-118.8078,33,2,2004
608,S88201182,Pied-billed Grebe,Podilymbus podiceps,5/15/2021,1:20 PM,2,72,US-OK,36.2222811,-95.9239566,33,5,2021
834,S68152310,Mourning Dove,Zenaida macroura,4/30/2020,7:12 PM,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
836,S68187140,Mourning Dove,Zenaida macroura,5/1/2020,10:02 AM,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
876,S37035538,Chimney Swift,Chaetura pelagica,5/21/2017,11:15 AM,3,55,US-NJ,40.8030808,-74.4555728,33,5,2017
928,S68152310,Chimney Swift,Chaetura pelagica,4/30/2020,7:12 PM,4,13,US-OK,36.1514978,-95.9796871,33,4,2020
992,S1562738,American Coot (Red-shielded),Fulica americana (Red-shielded),2/11/2004,,2,0,US-CA,37.675594,-118.8078,33,2,2004
1134,S1562738,Lesser Yellowlegs,Tringa flavipes,2/11/2004,,16,0,US-CA,37.675594,-118.8078,33,2,2004
1320,S1562738,Great Blue Heron,Ardea herodias,2/11/2004,,3,0,US-CA,37.675594,-118.8078,33,2,2004
1380,S88201182,Great Blue Heron,Ardea herodias,5/15/2021,1:20 PM,2,72,US-OK,36.2222811,-95.9239566,33,5,2021
1643,S88201182,Turkey Vulture,Cathartes aura,5/15/2021,1:20 PM,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
1681,S68187140,Mississippi Kite,Ictinia mississippiensis,5/1/2020,10:02 AM,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
1685,S1562738,Northern Harrier,Circus hudsonius,2/11/2004,,1,0,US-CA,37.675594,-118.8078,33,2,2004
1824,S1562738,Red-tailed Hawk,Buteo jamaicensis,2/11/2004,,2,0,US-CA,37.675594,-118.8078,33,2,2004
1958,S88201182,Belted Kingfisher,Megaceryle alcyon,5/15/2021,1:20 PM,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
2029,S88201182,Red-headed Woodpecker,Melanerpes erythrocephalus,5/15/2021,1:20 PM,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
2059,S37035538,Red-bellied Woodpecker,Melanerpes carolinus,5/21/2017,11:15 AM,1,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2163,S37035538,Downy Woodpecker,Dryobates pubescens,5/21/2017,11:15 AM,1,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2375,S1562738,American Kestrel,Falco sparverius,2/11/2004,,1,0,US-CA,37.675594,-118.8078,33,2,2004
2423,S37035538,Eastern Wood-Pewee,Contopus virens,5/21/2017,11:15 AM,1,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2558,S68187140,Eastern Phoebe,Sayornis phoebe,5/1/2020,10:02 AM,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2662,S68187140,Eastern Kingbird,Tyrannus tyrannus,5/1/2020,10:02 AM,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2678,S68187140,Scissor-tailed Flycatcher,Tyrannus forficatus,5/1/2020,10:02 AM,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
2705,S88201182,White-eyed Vireo,Vireo griseus,5/15/2021,1:20 PM,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
2785,S68187140,Warbling Vireo,Vireo gilvus,5/1/2020,10:02 AM,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2793,S37035538,Red-eyed Vireo,Vireo olivaceus,5/21/2017,11:15 AM,1,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2859,S37035538,Blue Jay,Cyanocitta cristata,5/21/2017,11:15 AM,2,55,US-NJ,40.8030808,-74.4555728,33,5,2017
2992,S68187140,Blue Jay,Cyanocitta cristata,5/1/2020,10:02 AM,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
